user,year,coord_given,coord_received,e_central,e_central_chg
Kingboyk,2007,-0.05416666666666667,-0.11249999999999998,7.82760926735022e-05,-7.09642951101096e-05
Kingboyk,2008,,,7.311797563392594e-06,-6.194085088909455e-06
Kingboyk,2009,,,1.1177124744831387e-06,-6.55393891078761e-07
Kingboyk,2010,,,4.623185834043777e-07,-4.2022212997008193e-07
Mo ainm,2010,,0.20833333333333331,5.7871613329253374e-05,-2.276928607271681e-05
FuriousFreddy,2008,,,6.471232595431975e-08,0.00014606851887507012
FuriousFreddy,2009,,,0.00014613323120102445,-0.00014608886082695578
FuriousFreddy,2007,,,4.532340634010814e-07,-3.8852173744676164e-07
PrincessofLlyr,2010,,,6.186581497822439e-06,2.547235268909801e-06
ViperSnake151,2008,,,0.00016133861277846246,0.0001570306524977919
ViperSnake151,2009,,,0.00031836926527625435,-0.0003117756501292783
ViperSnake151,2010,,,6.593615146976034e-06,0.00010352270649964334
BlackJack,2009,,,5.641943416618032e-07,-4.998002780123968e-07
BlackJack,2010,,,6.439406364940645e-08,3.591892664907836e-05
BlackJack,2006,,,6.2988571381085944e-09,1.9951958160566224e-07
Supersquid,2006,,,2.5398932155089948e-09,2.4351980811442126e-06
Trekphiler,2006,,,3.171421289062467e-07,6.481932206785628e-05
Trekphiler,2007,-0.16666666666666663,-0.16666666666666663,6.513646419676253e-05,-6.49770800872195e-05
Trekphiler,2008,0.10738095238095238,0.10738095238095238,1.5938410954302837e-07,-1.1942250910936166e-07
Trekphiler,2009,,,3.996160043366671e-08,2.5231728409093313e-05
Trekphiler,2010,-0.06309523809523811,-0.11488095238095236,2.527169000952698e-05,-4.6820916637178015e-06
Chris the speller,2009,,,4.8869960663072696e-06,7.11342602181402e-06
Chris the speller,2010,,,1.200042208812129e-05,0.0002872853150043922
Chris the speller,2006,,,4.235601095525344e-07,1.1689448346620602e-05
Ludde23,2010,0.25,,7.016140885066792e-07,0.0002054149459596772
Ludde23,2006,,,1.2961108088449844e-09,2.7098106050379775e-05
Rodw,2006,-0.004349415204678353,-0.004349415204678353,5.973042554722412e-07,2.7102532862206107e-05
Rodw,2007,,,2.7699837117678348e-05,-7.609286052966885e-06
Rodw,2008,0.33333333333333337,0.16666666666666669,2.0090551064711464e-05,0.000280791372997055
Rodw,2009,0.16666666666666669,0.125,0.00030088192406176647,-0.00010932040602556692
Rodw,2010,0.006734360410831,0.09791012449560244,0.00019156151803619955,0.013219252887567493
Caltrop,2009,,,2.258336081718196e-05,-7.905306139854572e-06
Caltrop,2010,,,1.4678054677327387e-05,0.00020175140625964643
JpGrB,2008,-0.07333333333333332,-0.07333333333333332,9.480259438766628e-08,7.516936204680748e-06
JpGrB,2009,,,7.611738799068414e-06,-6.943603712591705e-06
Slightsmile,2010,0.08333333333333337,0.08333333333333337,1.7071856794314146e-05,0.0030864788579015763
ArthurWeasley,2007,-0.02936507936507935,-0.02936507936507935,4.3499104231681935e-06,-4.333890518900545e-06
Filnik,2006,,,3.728306402753681e-08,-3.4932395478847936e-08
Oden,2006,,,1.70535145682897e-08,2.8179083968727505e-08
TravisTX,2007,,,5.373211145190818e-07,5.156574492509301e-06
Ptelea,2006,,,3.1997779690142704e-08,6.58886312573083e-05
Ptelea,2007,,,6.592062903699844e-05,-6.591994236925746e-05
Ptelea,2008,,,6.866677409741127e-10,6.467006752786408e-06
Ptelea,2009,,,6.467693420527382e-06,0.000209955377146075
Ptelea,2010,,0.03125,0.0002164230705666024,6.826623215774408e-05
A. B.,2010,-0.10520833333333332,-0.25972222222222224,0.001025017994802058,-0.0005676877174316493
A. B.,2006,-0.6,-0.6,4.060950477159938e-05,-2.5083710222970462e-05
A. B.,2007,,,1.552579454862892e-05,1.8215600184394918e-05
Sikh historian,2006,0.07499999999999996,-2.7755575615628914e-17,1.1026064546031806e-06,2.3436826556487582e-05
David A,2008,,,6.763888089898052e-07,0.00026654277532373884
David A,2009,0.5,,0.00026721916413272864,-0.00026528763725930545
David A,2010,,,1.9315268734231747e-06,0.0002549834370224022
Holt,2008,0.5,,3.64978559946053e-07,7.219116388653692e-05
Holt,2009,0.01000000000000002,-0.054761904761904755,7.255614244648298e-05,-7.215575417386481e-05
Tjmayerinsf,2008,,,1.0610730885441016e-07,2.1714234304967719e-07
Tjmayerinsf,2009,,,3.2324965190408733e-07,-3.074132945818682e-07
Tjmayerinsf,2010,,,1.5836357322219157e-08,0.0001416593226753741
JimDunning,2008,,,5.113196106599415e-07,-3.867689670818291e-07
JimDunning,2006,,,8.363802802710742e-07,5.720645679056075e-07
JimDunning,2007,0.5,,1.4084448481766817e-06,-8.971252375167402e-07
Laurascudder,2007,,,0.00011177152786670412,-0.00011092253364865148
Nosleep,2008,,,3.0111956582141814e-07,6.415061530508387e-07
Nosleep,2009,0.33333333333333337,0.042857142857142885,9.426257188722568e-07,-9.186312782247525e-07
Coasterlover1994,2010,,,6.744075918124456e-09,1.0182809436381345e-05
Peeky44,2008,,,2.601880142125876e-09,0.003739158761926098
Z4ns4tsu,2006,0.33333333333333337,0.03373015873015871,6.069977328901922e-07,2.1487968263025866e-05
Thuringowacityrep,2007,,0.125,0.0007217368513764938,-0.0007117299794343931
Banes,2006,-0.029931972789115604,-0.029931972789115604,1.3099429214246326e-05,-1.3026556616479027e-05
Banes,2007,,,7.287259776729876e-08,-6.468820063796175e-08
Aleister Wilson,2009,,,1.6114719408141496e-05,-1.610561589777665e-05
Michael Drew,2006,,,1.3869295558440548e-08,9.852049847798232e-08
Michael Drew,2007,,,1.1238979403642288e-07,3.6341624019366225e-07
Qwyrxian,2010,,0.5,1.1519102352546114e-05,0.15418431531803703
Daniel Case,2006,-0.5,-0.5,8.635067778673262e-07,-1.3331082156055882e-07
Daniel Case,2007,,,7.301959563067673e-07,6.014826858419072e-05
Daniel Case,2008,,0.16666666666666666,6.087846454049749e-05,0.020894919625145378
Daniel Case,2009,0.19047619047619044,0.22380952380952382,0.020955798089685874,-0.02027593058367806
Daniel Case,2010,0.33333333333333337,0.09999999999999998,0.0006798675060078177,0.0020716324441418174
Pgrig,2010,,0.5,3.4992785246858037e-06,-2.6698949796035755e-07
Bulleid Pacific,2009,,,8.677834680757863e-07,1.526525703948673e-05
Mysdaao,2009,,,0.001875137121552037,-0.0018713352451377302
Mysdaao,2010,,,3.8018764143066286e-06,-3.7333356500436114e-06
Marumari,2006,,,4.8274413649796206e-08,4.48758467678622e-06
AnakngAraw,2009,,,5.829287779421391e-07,-5.761129102423507e-07
AnakngAraw,2010,,,6.815867699788402e-09,0.0002902367258027199
Navnløs,2008,,,1.5947494697769954e-07,-1.1989256149086162e-07
Navnløs,2007,,,1.4566597435235218e-06,-1.2971847965458223e-06
Redfarmer,2008,,,8.541679808011918e-08,7.740776060213693e-06
Redfarmer,2009,,,7.826192858293813e-06,-7.821958336896627e-06
Redfarmer,2010,,,4.234521397184856e-09,6.669147497987649e-07
Juhachi,2008,-0.16666666666666663,-0.16666666666666663,9.585483227197996e-06,2.1460935964712057e-05
Juhachi,2009,,,3.104641919191005e-05,-3.0790903773168285e-05
Juhachi,2010,,,2.55515418741769e-07,1.0718617949694586e-05
Juhachi,2007,,,7.736283432694669e-07,8.811854883928529e-06
Philip Stevens,2009,,,6.173451954567876e-10,4.443669723280607e-06
Philip Stevens,2010,-0.5,0.5,4.444287068476063e-06,2.5427180535519943e-05
Chaos5023,2010,,,2.371643835494784e-08,0.001989047916343287
Deon555,2006,,,0.0002071936446514609,-0.00019194420901716655
MPerel,2006,-0.3333333333333333,-0.3333333333333333,7.160256149119244e-08,1.1814837208836752e-06
Moe Epsilon,2009,,,6.866428747189368e-07,3.005245916348465e-06
Moe Epsilon,2010,,,3.6918887910674017e-06,0.00010548973836539468
Moe Epsilon,2006,,,6.64450477841582e-05,-3.702710586168943e-05
Davshul,2009,0.33333333333333337,,7.182353629162214e-06,0.0008535080022572432
Davshul,2010,,,0.0008606903558864054,-0.0006814398886340633
Leflyman,2006,0.25,0.25,2.206184855427433e-06,7.384345021177822e-05
Leflyman,2007,,,7.604963506720565e-05,-7.387423153025903e-05
Easchiff,2009,,,0.000622495063523006,-0.0006224042998559127
Easchiff,2010,0.0,0.0,9.076366709336034e-08,4.513530873159423e-05
Immblueversion,2008,0.19444444444444442,0.33333333333333337,3.4949775777115097e-06,7.290728051289248e-05
Immblueversion,2009,0.5,,7.640225809060399e-05,-7.639912567363851e-05
Immblueversion,2007,,,4.018217351487502e-11,3.4949373955379947e-06
CWenger,2010,,,1.7124163143784825e-07,0.0007470681296600523
BrothaTimothy,2008,,,2.009591081896072e-06,0.00044404471208734416
BrothaTimothy,2009,,,0.00044605430316924024,-0.00044604960967706964
BrothaTimothy,2010,,,4.6934921705948384e-09,8.293789750026804e-06
Kennechten,2010,,,8.124271548010446e-07,9.362704361119974e-05
IvoShandor,2008,-0.23452380952380952,-0.13571428571428576,0.00043798272950428614,0.0033099594706579704
IvoShandor,2009,,,0.0037479422001622568,-0.0037471857548350466
IvoShandor,2010,,-0.5,7.564453272101323e-07,8.901044809141486e-06
IvoShandor,2007,0.011733772763184519,0.023467545526369038,0.00514563964730606,-0.004707656917801774
Monegasque,2008,,,2.0868974430477295e-06,4.243644710208869e-05
Monegasque,2009,-0.09814814814814814,,4.452334454513642e-05,0.00015383655015815262
Monegasque,2010,0.20833333333333337,0.5,0.00019835989470328903,-0.00016844173263161138
Monegasque,2007,,,5.443298919541289e-07,1.5425675510936005e-06
Offliner,2009,,,3.7846482341553056e-06,1.4400754108191901e-05
Feline Hymnic,2010,,,8.188029858226027e-08,8.06654126636038e-06
Spencer,2008,-0.044642857142857144,-0.044642857142857144,3.7905680873019598e-06,-2.9085202889708455e-06
Robertg9,2008,,,4.497155852195075e-08,8.207809137617293e-05
Robertg9,2009,,,8.212306293469488e-05,-8.209273116632398e-05
Robertg9,2006,,,8.564436154667685e-09,1.8032074459558976e-06
Robertg9,2007,,,1.8117718821105654e-06,-1.7668003235886146e-06
Kelly,2008,-0.021659224637796085,0.08103914714033762,0.0020578031301550764,-0.0008753141632338523
Kelly,2009,-0.15166666666666667,0.09583333333333331,0.001182488966921224,-0.0011776787216745976
Kelly,2010,0.16666666666666669,-0.14583333333333337,4.810245246626452e-06,0.001119527601090041
Elphion,2008,,,6.703460367323535e-06,-5.289321440675246e-06
Elphion,2009,0.2333333333333334,0.2333333333333334,1.4141389266482882e-06,-1.4106561360817739e-06
Sir Nicholas de Mimsy-Porpington,2006,0.5,0.33333333333333337,6.334213119231015e-05,0.00013678519097043017
The Republican,2006,,,4.385487231727146e-09,-4.383934340861552e-09
Viriditas,2006,-0.04999999999999999,0.1416666666666667,0.00020679334433159485,0.01495521367916624
Viriditas,2007,0.2463293650793651,0.2463293650793651,0.015162007023497836,0.04874981358647898
Viriditas,2008,0.06131393816446567,0.15298524797621482,0.06391182060997681,-0.06324303381548316
Viriditas,2009,0.055489417989418005,-0.0632120811287478,0.0006687867944936517,-0.0003491475737231389
Viriditas,2010,0.07015534403554086,0.08587743776404769,0.00031963922077051285,0.0016929722998427824
Rebecca,2006,-0.24999999999999997,-0.24999999999999997,0.002047047276814436,-0.002032880994737614
Rebecca,2007,,,1.4166282076822156e-05,1.8769400247947015e-05
Rebecca,2008,0.042857142857142844,0.0630952380952381,3.293568232476917e-05,5.0799839203443397e-05
Rebecca,2009,,,8.373552152821257e-05,0.008227939718909628
Rebecca,2010,0.06666666666666667,0.31666666666666665,0.00831167524043784,-0.007946874975456526
Flowerpotman,2006,,,2.0890568957025114e-09,0.00011428044349432328
Flowerpotman,2007,0.24074074074074073,-0.027777777777777807,0.00011428253255121899,-0.00011305865947879197
Flowerpotman,2008,-0.1,,1.2238730724270158e-06,3.877717884744199e-05
Flowerpotman,2009,-0.032246969300540745,-0.066046626984127,4.0001051919869004e-05,-3.5615102617198664e-05
Flowerpotman,2010,,,4.385949302670342e-06,0.00034543033744127835
Narking,2009,,,8.69373872623697e-06,-8.262689875911526e-06
Narking,2010,,,4.3104885032544477e-07,2.0742282347548556e-06
Conscious,2008,,,3.330413553861626e-07,8.460467971006017e-07
Conscious,2006,0.03749999999999999,0.26875,2.375454840540106e-06,-2.17705190674289e-06
Conscious,2007,,,1.984029337972162e-07,1.346384215889464e-07
Pencefn,2006,,,4.094743182748595e-06,-4.089968304245462e-06
Pencefn,2007,,,4.774878503133831e-09,0.0007697578811001436
Pencefn,2008,-0.03154761904761905,0.04392361111111111,0.0007697626559786467,0.012353424712600512
Pencefn,2009,,0.25,0.013123187368579158,-0.013108786746975885
Pencefn,2010,,,1.4400621603273782e-05,9.955264885227365e-05
GiacomoReturned,2009,,,0.0106690822370505,-0.010315475195655207
GiacomoReturned,2010,-0.5,0.25,0.00035360704139529467,0.0021053970161164443
Wikipediarules2221,2006,,,8.975144968722857e-07,9.33680796008377e-08
Dthomsen8,2009,-0.26666666666666666,-0.26666666666666666,2.160149214639185e-05,-1.3198706075806998e-05
Dthomsen8,2010,0.25,0.25,8.40278607058485e-06,0.0018576090992737154
Mandsford,2008,,,2.3498999886791001e-07,-2.1276700320488112e-07
Mandsford,2009,,,2.2222995663028885e-08,8.5153798865791e-05
Mandsford,2010,,,8.517602186145403e-05,1.9033970976925035e-05
Mandsford,2007,,,2.7395356180251577e-05,-2.7160366181383668e-05
Hpvpp,2010,,,1.4740423758928507e-06,8.76492205899863e-07
Fladrif,2009,0.5,0.5,4.143416132930616e-06,-2.4431933444629325e-06
JRawle,2006,,,1.9047389123801322e-06,-1.8930937199330222e-06
JRawle,2007,,,1.164519244711009e-08,1.3694705853317668e-06
Kinston eagle,2007,,,8.749292369318106e-07,7.002546273611351e-06
Anthonyhcole,2010,0.20158730158730162,-0.047619047619047616,0.00010160239342583436,0.0007078191614527262
Chris G Bot,2009,,,2.3982696347131625e-06,-2.3339839546228365e-06
ScottMainwaring,2006,,,5.959498070181641e-07,4.065725347996842e-06
ScottMainwaring,2007,-0.5,,4.661675155015006e-06,-4.496029314167594e-06
Loadmaster,2007,,,7.380986200689563e-08,-4.0776685758247454e-08
Kurt Shaped Box,2008,,,1.9491518170281232e-08,2.6632562109281246e-08
Kurt Shaped Box,2006,,,1.1354253137948369e-06,3.1609923897460545e-05
Kurt Shaped Box,2007,0.5,0.5,3.2745349211255384e-05,-3.27258576930851e-05
Ali'i,2008,0.6666666666666667,0.6666666666666667,3.4685279105641283e-06,1.8294796251999363e-07
Ali'i,2007,,,6.801726862028085e-06,-3.3331989514639566e-06
Nick-D,2008,,,9.291313525537124e-09,8.61312322236384e-05
Nick-D,2009,-0.050000000000000024,-0.050000000000000024,8.614052353716394e-05,0.01712479355991214
Nick-D,2010,0.3750000000000001,-0.27777777777777773,0.017210934083449304,-0.008010725447117529
ElinorD,2007,-0.05555555555555555,-0.2333723568098568,0.0024149351919362533,-0.002412736752407988
Acsenray,2006,0.5,,3.467580477237395e-07,-3.4674793679661493e-07
Acsenray,2007,,,1.011092712453885e-11,1.1942488735349146e-09
Jimmuldrow,2008,-0.5,0.1666666666666667,8.304143265871307e-07,0.00015332076524118932
Jimmuldrow,2009,,,0.00015415117956777644,-0.0001535832213630864
Jimmuldrow,2010,0.08333333333333334,,5.679582046900206e-07,1.9457098361562405e-05
Jimmuldrow,2007,,,6.897966991862015e-07,1.4061762740092925e-07
Vojvodaen,2008,,,6.519167751314857e-08,-4.88949699857415e-08
Vojvodaen,2009,0.3055555555555555,0.3055555555555555,1.629670752740707e-08,2.4238069351320315e-06
Tearlach,2006,,,4.730401441408702e-10,8.092966139512454e-06
Sean William,2008,-0.5,,6.662781589934941e-05,-6.623638780708517e-05
WikiDan61,2010,0.5,-0.08333333333333331,2.869854852239789e-05,0.0005805597828379953
Aminz,2006,,,9.47312706004206e-08,0.0004627523632489342
Aminz,2007,-0.013832199546485235,0.1671173469387755,0.0004628470945195346,-0.00046284629312880036
Vassyana,2008,,-0.11111111111111112,3.977490370144294e-05,-3.700889387499919e-05
Vassyana,2009,,,2.7660098264437497e-06,1.551744607988755e-05
Vassyana,2010,-0.16666666666666669,-0.5,1.82834559063313e-05,1.8401421631459102e-05
Vassyana,2007,0.75,0.625,0.00017323578675750766,-0.00013346088305606473
JzG,2006,0.16666666666666666,-0.26875,3.999748376573935e-05,0.0020976234107013825
JzG,2007,,0.5,0.0021376208944671217,-0.0021310453290303995
JzG,2008,,,6.575565436722236e-06,-5.6524604132851206e-06
JzG,2009,,,9.231050234371153e-07,2.1502900643345763e-05
JzG,2010,,,2.2426005666782878e-05,-7.053926555069799e-06
GCarty,2006,-0.5,,2.6088287564817886e-06,-2.6069579524609864e-06
Charles01,2010,-0.07142857142857141,-0.16666666666666666,1.6194904862901362e-06,8.566664299990215e-05
Charles01,2007,,-0.6666666666666666,1.200240182072858e-06,-1.1193551282527645e-06
MChew,2008,,,4.550602527880176e-07,1.4746903121928064e-05
MChew,2009,,,1.5201963374716081e-05,-1.232818785344327e-05
MChew,2010,,,2.8737755212728115e-06,0.00032415423595962386
MChew,2007,,,2.1173937049468938e-06,-1.6623334521588762e-06
Thrissel,2010,0.10000000000000002,0.1111111111111111,4.881260554112095e-06,3.175189895777254e-05
Tasoskessaris,2008,-0.06845238095238095,-0.055555555555555546,2.1818463007904176e-05,-2.1393118475068497e-05
Tasoskessaris,2006,-0.25,-0.24999999999999997,5.259644659138799e-07,0.00023058518634400604
Tasoskessaris,2007,-0.13551587301587303,0.023809523809523808,0.0002311111508099199,-0.00020929268780201573
JohnDBuell,2006,-0.5,-0.5,7.200524854301808e-07,-7.133298863440199e-07
Victor Lopes,2008,,,2.4396302521248916e-07,1.6958193514189315e-05
Victor Lopes,2009,,,1.7202156539401805e-05,-1.702185103647304e-05
MishaPan,2007,,,1.9878529017206623e-05,-1.9185002669207842e-05
Blaise Mann,2008,,,1.1103048603231175e-06,4.3576094532522195e-05
Phatius McBluff,2010,,,1.1448857436023205e-09,3.7991219443671387e-07
Krazytea,2010,,,4.085971213742873e-07,6.881852180816611e-06
Mdotley,2007,,,2.494547649027214e-07,-2.012182517159286e-07
Asgardian,2008,,-0.5,3.0458522892064045e-06,0.0005748115073334286
Asgardian,2009,0.0975378787878788,0.22298881673881674,0.0005778573596226349,-0.0005777857569804727
Asgardian,2007,,,1.232171297962504e-07,2.922635159410154e-06
AJCham,2009,,,4.628363744308965e-07,-4.3473819643743233e-07
Tomas e,2008,-0.011111111111111183,-0.004901960784313708,6.407116320721775e-05,-6.343852407646502e-05
Tomas e,2009,,,6.326391307527368e-07,2.7687014346364555e-05
Tomas e,2010,-0.19305555555555556,0.20833333333333334,2.8319653477117292e-05,0.0004001847379198779
Baristarim,2006,,-0.09999999999999998,8.126014570016938e-05,-6.214611253181439e-05
Secret,2010,-0.5,-0.5,0.0001195812841591312,-8.994979283623349e-05
Oncamera,2009,,,0.0003544861717738155,-0.00035435778507154274
RonCram,2010,0.041666666666666685,0.18750000000000003,4.390485753789436e-05,2.9806388480535988e-05
RonCram,2006,,-0.08333333333333337,7.639481709405702e-07,2.4325440262163394e-05
RonCram,2007,-0.1447960372960373,-0.05340623428858721,2.5089388433103963e-05,-1.6775048980426948e-05
Marianocecowski,2009,,,1.7939124620486339e-06,3.2301579247840487e-06
Marianocecowski,2006,-0.5,-0.5,3.983276217167926e-07,-2.2996224718886225e-07
Bwilkins,2008,,,2.3275703062186245e-07,1.2013179468594357e-05
Bwilkins,2009,0.33333333333333337,0.4,1.2245936499216219e-05,1.5805157258466803e-05
Bwilkins,2010,0.33333333333333337,-0.07500000000000001,2.805109375768302e-05,0.0008411396083525392
Warrah,2009,,,1.354131206447958e-08,3.2028053919866523e-07
Rgoodermote,2008,,,8.424503197000894e-09,5.702499266581102e-10
Rgoodermote,2009,,,8.994753123659005e-09,3.8898238646037507e-08
Rgoodermote,2010,,,4.7892991769696514e-08,0.00015099636683512567
Sticks66,2008,2.7755575615628914e-17,2.7755575615628914e-17,1.834659847715024e-09,-1.8485126656942114e-10
Sticks66,2009,,,1.649808581145603e-09,3.9148639480655764e-05
Sticks66,2010,,,3.915028928923691e-05,0.0001292202404768776
Sticks66,2007,,,4.1325149488879203e-07,-4.11416835041077e-07
Grenavitar,2006,,,1.6998366858365518e-07,5.095200358982655e-06
Grenavitar,2007,,,5.265184027566311e-06,-5.224885194262653e-06
Mjroots2,2010,,,3.0294141485936564e-06,8.061139432474492e-06
TheGrappler,2010,,,1.0528730759269727e-05,0.0010278860579814866
TheGrappler,2006,-0.05833333333333335,-0.2791666666666667,6.658434430575816e-06,-6.658344126816711e-06
Collect,2008,,,2.4637209460967677e-07,4.9641596514301036e-05
Collect,2009,,,4.9887968608910715e-05,3.7642519210537665e-05
Collect,2010,-0.16666666666666674,-0.09999999999999998,8.753048781944838e-05,0.005034051422573771
Victuallers,2008,0.5,0.0,4.360080943647265e-06,9.796299790028447e-05
Victuallers,2009,,,0.00010232307884393174,-8.38528823684959e-05
Victuallers,2010,-0.5,-0.5,1.8470196475435826e-05,0.0019607090732909477
Victuallers,2007,0.01904761904761901,0.01904761904761901,0.00026533187399763175,-0.0002609717930539845
CharlesGillingham,2008,,,5.72189857843508e-10,0.0005812474134647694
CharlesGillingham,2009,,,0.0005812479856546273,-0.0005774050876807902
CharlesGillingham,2010,,,3.842897973837132e-06,0.0003572282861763132
CrossHouses,2009,0.16666666666666666,,1.3826134942751514e-06,6.584596729019289e-06
PKT,2010,0.5,0.0,5.334395124333487e-07,1.8159807826885874e-07
PM800,2010,,,4.253311022473212e-05,-7.3875819006675935e-06
Thespian,2009,,,1.803150717715368e-05,-1.801479383073513e-05
Jmlk17,2007,-0.16666666666666669,0.16666666666666666,2.565921582925133e-05,-2.4387062562595176e-05
Thomas Basboll,2008,,,3.3517301836615945e-06,1.8021707501598423e-05
Thomas Basboll,2009,0.16666666666666663,,2.1373437685260018e-05,-2.0052182000558694e-05
Thomas Basboll,2006,-0.012313391265597128,0.03523001980819319,6.8062483974349e-05,0.003282750729814654
Thomas Basboll,2007,-0.19722222222222222,-0.2203968253968254,0.0033508132137890032,-0.0033474614836053415
Dormskirk,2008,,0.5,4.169463469281218e-06,-3.1779732081750043e-06
Dormskirk,2009,,,9.91490261106214e-07,0.0010579151665824425
Dormskirk,2010,0.05555555555555558,0.041666666666666685,0.0010589066568435486,-0.00034883737757699154
DaTraveller,2010,,,2.5096092118614804e-05,-6.647602202285108e-06
Italiavivi,2006,,,7.173104311186354e-08,2.8082299524104934e-05
TheProject,2006,0.4,-0.09999999999999998,2.4808723704416347e-06,3.9296791723255487e-07
SuaveArt,2009,,,1.5885282345291046e-08,1.3291689218405414e-06
Tpbradbury,2008,,-0.5,6.998559212333033e-06,0.0011394617528619623
Tpbradbury,2009,,,0.0011464603120742952,-0.0011180463732139915
Tpbradbury,2010,,,2.841393886030372e-05,6.0487285919796755e-05
David.Monniaux,2006,0.0,-0.10416666666666669,1.6662214204299446e-06,-1.666221020793785e-06
Caden,2010,0.04166666666666663,-0.0023809523809523447,6.812658367877296e-05,-6.310064245447717e-05
DemonJuice,2009,,,2.6833542999947077e-09,2.7532903567987353e-06
DemonJuice,2010,,,2.75597371109873e-06,2.7251219981096314e-05
TCNSV,2010,,0.5,9.938021525140348e-05,2.48230275058012e-06
Errabee,2006,-0.3125,-0.23611111111111113,2.7289263862971036e-06,1.1225656028750532e-06
Airproofing,2008,,,2.128788406736464e-14,8.106016330789811e-10
Airproofing,2009,,,8.106229209630485e-10,5.163706096148066e-08
Tarheel95,2009,,,2.0145574019146233e-06,-1.9179796799768066e-06
Mitch Ames,2010,,,0.002981788724968982,-0.002684471127023468
Spike Wilbury,2010,,0.09444444444444444,2.8321798346955627e-07,2.9037153346278283e-07
Spalds,2010,,,1.3241263411560783e-07,1.8704039995448274e-06
Leoboudv,2008,,-0.033333333333333326,4.657913297711467e-05,-4.432081804920273e-05
Leoboudv,2009,,,2.2583149279119386e-06,-1.3753948587878137e-06
Leoboudv,2010,-0.022857142857142798,-0.022857142857142798,8.829200691241251e-07,1.0055026782730784e-05
Leoboudv,2007,,,5.674489258899567e-07,4.601168405122471e-05
Kierant,2008,,,1.4468422470858323e-05,-1.4465451526773634e-05
Kierant,2009,,,2.970944084689835e-09,2.1684180129804656e-06
Kierant,2007,,,2.8517332322695108e-09,1.4465570737626054e-05
Jfdwolff,2006,-0.5,-0.5,2.1129902234959625e-06,1.792027970233374e-05
Jfdwolff,2007,3.700743415417188e-17,0.25,2.0033269925829704e-05,4.170284154327683e-05
Jfdwolff,2008,0.005952380952380959,0.10714285714285714,6.173611146910653e-05,2.1643111011826084e-05
Jfdwolff,2009,-0.25,0.125,8.337922248093262e-05,-8.21922149286351e-05
Jfdwolff,2010,,,1.1870075522975137e-06,0.0002443102706761121
Nlu,2006,,,6.224477715708606e-05,-5.2967666428319196e-05
Nlu,2007,0.13888888888888887,-0.07500000000000001,9.277110728766869e-06,-1.1290668216846827e-06
Nlu,2008,,,8.148043907082186e-06,-7.949903789271031e-06
Nlu,2009,,,1.981401178111545e-07,1.5954473525204202e-07
Nlu,2010,,,3.5768485306319653e-07,3.36236397604089e-05
Razorflame,2008,,-0.5,7.701259944709022e-06,0.00020361038186236628
Razorflame,2007,,,2.945327395932676e-06,4.755932548776347e-06
Eliko,2010,,,3.9435351466057755e-08,4.034238089538453e-06
Eliko,2007,,,9.967535610179517e-07,6.520655807549633e-06
William M. Connolley,2006,-0.5,0.16666666666666669,2.13363383811331e-06,1.1556974235258653e-05
William M. Connolley,2007,,-0.2904761904761905,1.3690608073371963e-05,-2.6940082939507973e-07
William M. Connolley,2008,,,1.3421207243976884e-05,0.0017819304827992137
William M. Connolley,2009,-0.12472222222222222,-0.016904761904761912,0.0017953516900431907,-0.0013402015808049715
William M. Connolley,2010,0.01811224489795918,0.01984838991417939,0.00045515010923821936,0.0012833561158234288
Eluchil404,2006,,,4.2886113935539714e-06,-2.8144138513740032e-06
Jared,2007,,,2.6264732034232355e-07,-2.623183627446617e-07
Wafulz,2006,1.850371707708594e-17,1.850371707708594e-17,4.82309281977792e-09,0.0017766649723187692
Wafulz,2007,,,0.001776669795411589,-0.0017756468670420042
Anton Mravcek,2006,,,3.9986502527460803e-07,-3.833193811234621e-07
Anton Mravcek,2007,,,1.654564415114596e-08,-1.5408476746728283e-08
Saddhiyama,2010,0.5,0.5,6.541202751030113e-05,0.0002948506733168535
Pohick2,2009,0.28888888888888886,0.28888888888888886,2.219918006201458e-05,-4.760536333563633e-06
Andonic,2010,-0.06388888888888887,0.21805555555555556,1.5035130990360959e-05,1.8897917518506832e-06
52 Pickup,2006,,,1.012660636802401e-08,3.0026810548857154e-08
52 Pickup,2007,,,4.0153416916881166e-08,1.1834660083591897e-07
Tyrenius,2006,0.06927083333333331,0.09019097222222222,0.0006242090818687176,-0.0001879594932296429
Tyrenius,2007,0.054789076664076654,0.17247539786602287,0.00043624958863907465,-0.00039121024572318227
Tyrenius,2008,0.02809482184482184,0.19465626965626967,4.5039342915892385e-05,0.001295387400525939
Tyrenius,2009,0.0,0.3416666666666667,0.0013404267434418316,-0.0006936425005088324
Tyrenius,2010,2.7755575615628914e-17,-0.03571428571428568,0.0006467842429329992,-0.0005071135428541968
Huaiwei,2006,0.02567657283156046,0.11549508692365833,2.735428871235745e-05,-1.5389460277377835e-06
Huaiwei,2007,0.04015167620078336,0.24060760667903525,2.5815342684619667e-05,-5.028250227558407e-06
Huaiwei,2008,0.25,0.5,2.078709245706126e-05,-2.070489984565402e-05
Huaiwei,2009,,,8.219261140723718e-08,5.301006569345666e-06
Huaiwei,2010,-0.5,0.5,5.383199180752903e-06,0.00016516222886778575
Siva1979,2006,,,4.098191382636494e-06,-4.034895867021044e-06
Stepshep,2008,0.030000000000000006,0.030000000000000006,1.4709187669595643e-06,-8.228170132417206e-07
