user,year,coord_given,coord_received,e_central,e_central_chg
Sentinel R,2010,,,2.0232897892328496e-09,1.2159265300997774e-07
Illinois2011,2007,,,1.5582710309705222e-06,-1.3284813309421047e-06
MacedonianBoy,2010,,,1.7207413095290315e-13,0.00011827574530748297
Zozo2kx,2010,-0.08320707070707069,0.25012626262626264,3.8806094898112185e-06,8.150883322296765e-05
Ealdgyth,2008,0.27993827160493834,0.17636684303350972,0.00011681415829883008,0.007527278439163413
Ealdgyth,2009,0.08840773809523808,-0.11537140330657737,0.007644092597462244,-0.007627750845304781
Ealdgyth,2010,0.5,0.5,1.634175215746278e-05,0.026078611792069693
Ealdgyth,2007,,,5.017192819933784e-08,0.00011676398637063074
Verbal,2008,,,8.843431402650128e-08,5.5945635041703245e-05
Verbal,2009,-0.5,-0.2916666666666667,5.603406935572974e-05,0.00018501474194742494
Elektrik blue 82,2006,0.16666666666666663,-0.08333333333333337,1.1069669877959197e-06,-6.918805343945672e-07
Zeq,2006,,0.5,1.0407557111579767e-06,4.2376461691348485e-07
Attilios,2010,-0.1,0.07500000000000002,3.653330957135624e-05,0.00047541808309714453
Attilios,2006,0.33333333333333337,0.33333333333333337,1.9381339983892992e-07,1.0567583542315401e-05
Attilios,2007,,-0.3333333333333333,1.0761396942154331e-05,-1.0681367480097477e-05
Merope,2006,,0.3333333333333333,4.560973539776313e-06,1.0886373699845508e-06
Nouse4aname,2008,0.023611111111111083,0.023611111111111083,1.9295873360153096e-06,-1.7219716445959786e-06
Mr Stephen,2006,-0.20833333333333331,-0.20833333333333331,4.415594145886521e-05,-4.2501398609901846e-05
Mr Stephen,2007,,,1.6545428489633657e-06,-1.6545338697103919e-06
Mr Stephen,2008,,,8.979252973950746e-12,5.356713970885436e-06
Mr Stephen,2009,-0.35,-0.19999999999999996,5.35672295013841e-06,-5.280823772431679e-06
Mr Stephen,2010,,,7.589917770673092e-08,5.80420539776001e-05
Lostintherush,2006,,,2.0215913229506833e-05,-1.3285103211810659e-05
Alan W,2008,,,7.252153101750062e-09,0.00028149496842326435
Alan W,2009,,,0.0002815022205763661,-0.0002204005733698536
Alan W,2007,,,4.629526046336481e-08,-3.904310736161475e-08
PaulHanson,2006,-0.5,-0.5,4.91119065884563e-08,-4.610735483279414e-08
Hell in a Bucket,2009,0.0,0.0,1.7047244297887397e-06,0.0001805594705216325
Hell in a Bucket,2010,,,0.00018226419495142126,-3.307005780199128e-06
Bob rulz,2008,,,5.912889439626286e-08,2.628889481481923e-07
Rumping,2008,0.5,,3.339207029543511e-06,-2.672723253491059e-06
Rumping,2009,,,6.66483776052452e-07,0.00013233725214295815
Rumping,2010,-0.08333333333333337,,0.0001330037359190106,-0.00011058186057201005
Rumping,2007,,,8.196152003423412e-06,-4.856944973879902e-06
Rehevkor,2008,,,1.0960951867377004e-06,9.856550402916461e-06
Rehevkor,2009,,,1.0952645589654162e-05,-1.0605052096824678e-05
BoringHistoryGuy,2010,,,4.798571172963792e-06,7.652426722325877e-05
John D. Croft,2006,,,2.7783855687500087e-07,0.00020416960078948061
John D. Croft,2007,,,0.00020444743934635562,-0.00020334205171445658
John D. Croft,2008,,,1.105387631899036e-06,1.7912996366753106e-07
John D. Croft,2009,,,1.2845175955665671e-06,9.375262421795556e-07
John D. Croft,2010,,,2.2220438377461227e-06,9.847638966733781e-05
Pkeets,2010,,,1.0087936519265594e-05,5.45833076560286e-05
GoRight,2008,-0.16666666666666663,0.19444444444444445,3.0533249476024116e-05,2.037012351880173e-05
GoRight,2009,0.5,,5.0903372994825846e-05,-1.7158514058983614e-05
GoRight,2007,0.16666666666666663,0.19999999999999996,4.689327385540154e-06,2.584392209048396e-05
SyG,2008,,,3.31038217897673e-07,0.00014597145924965166
SyG,2009,,,0.00014630249746754934,-0.00014597359074927982
SyG,2010,,0.5,3.2890671826952647e-07,3.2601565127372367e-06
Jogers,2008,,,3.154966430003059e-07,-1.413163277247157e-07
Jogers,2006,-0.041666666666666685,-0.041666666666666685,4.57366689975287e-07,2.316600281807737e-06
Jogers,2007,,0.16666666666666666,2.773966971783024e-06,-2.4584703287827184e-06
Getaway,2006,-0.09999999999999998,0.4,2.487554390001616e-07,1.931047146296666e-06
